fips,pop2014
19173,6225.0
19175,12554.0
19177,7487.0
19179,35406.0
19181,47058.0
19183,21906.0
19185,6385.0
19187,37399.0
19189,10645.0
19191,20957.0
19193,102372.0
19195,7567.0
19197,13007.0
20001,13212.0
20003,7962.0
20005,16737.0
20007,4898.0
20009,27566.0
20011,14913.0
20013,9926.0
20015,65927.0
20017,2746.0
20019,3572.0
20021,21179.0
20023,2695.0
20025,2170.0
20027,8460.0
20029,9414.0
20031,8493.0
20033,1911.0
20035,36201.0
20037,39277.0
20039,2915.0
20041,19641.0
20043,7904.0
20045,113703.0
20047,3006.0
20049,2734.0
20051,28878.0
20053,6443.0
20055,37099.0
20057,34604.0
20059,25834.0
20061,36458.0
20063,2786.0
20065,2602.0
20067,7856.0
20069,6043.0
20071,1223.0
20073,6495.0
20075,2632.0
20077,5906.0
20079,34797.0
20081,4198.0
20083,1941.0
20085,13464.0
20087,18932.0
20089,3060.0
20091,560025.0
20093,3950.0
20095,7820.0
20097,2529.0
20099,21225.0
20101,1652.0
20103,77687.0
20105,3180.0
20107,9551.0
20109,2783.0
20111,33510.0
20113,29308.0
20115,12401.0
20117,10042.0
20119,4444.0
20121,32765.0
20123,6324.0
20125,34602.0
20127,5808.0
20129,3159.0
20131,10136.0
20133,16453.0
20135,3104.0
20137,5628.0
20139,16165.0
20141,3811.0
20143,6075.0
20145,6959.0
20147,5560.0
20149,22338.0
20151,9758.0
20153,2553.0
20155,64223.0
20157,4868.0
20159,10050.0
20161,74478.0
20163,5174.0
20165,3222.0
20167,6959.0
20169,55793.0
20171,4965.0
20173,503788.0
20175,23319.0
20177,178600.0
20179,2540.0
20181,6078.0
20183,3779.0
20185,4363.0
20187,2187.0
20189,5744.0
20191,23763.0
20193,7947.0
20195,2959.0
20197,7034.0
20199,1569.0
20201,5717.0
20203,2220.0
20205,9177.0
20207,3246.0
20209,159466.0
21001,19032.0
21003,20219.0
21005,21664.0
21007,8274.0
21009,42691.0
21011,11870.0
21013,28234.0
21015,123030.0
21017,19972.0
21019,49242.0
21021,29150.0
21023,8459.0
21025,13663.0
21027,20076.0
21029,76093.0
21031,12797.0
21033,12880.0
21035,37981.0
21037,91268.0
21039,5031.0
21041,10871.0
21043,27439.0
21045,16002.0
21047,74459.0
21049,35633.0
21051,21446.0
21053,10192.0
21055,9254.0
21057,6829.0
21059,97631.0
21061,12137.0
21063,7781.0
21065,14547.0
21067,304473.0
21069,14505.0
21071,39087.0
21073,49509.0
21075,6550.0
21077,8554.0
21079,16880.0
21081,24667.0
21083,37451.0
21085,25934.0
21087,11186.0
21089,36656.0
21091,8654.0
21093,107565.0
21095,28744.0
21097,18643.0
21099,18427.0
21101,46394.0
21103,15427.0
21105,4790.0
21107,46684.0
21109,13370.0
21111,751485.0
21113,49601.0
21115,23390.0
21117,161915.0
21119,16139.0
21121,31857.0
21123,14149.0
21125,59535.0
21127,15850.0
21129,7681.0
21131,11128.0
21133,23965.0
21135,13848.0
21137,24546.0
21139,9443.0
21141,26844.0
21143,8415.0
21145,65545.0
21147,18073.0
21149,9510.0
21151,85485.0
21153,13076.0
21155,19965.0
21157,31223.0
21159,12750.0
21161,17398.0
21163,29203.0
21165,6337.0
21167,21311.0
21169,10025.0
21171,10837.0
21173,26983.0
21175,13522.0
21177,31391.0
21179,44254.0
21181,7064.0
21183,23956.0
21185,61711.0
21187,10740.0
21189,4686.0
21191,14642.0
21193,28261.0
21195,64380.0
21197,12552.0
21199,63505.0
21201,2239.0
21203,16965.0
21205,23485.0
21207,17646.0
21209,49167.0
21211,43581.0
21213,17551.0
21215,17419.0
21217,25059.0
21219,12499.0
21221,14277.0
21223,8816.0
21225,15192.0
21227,117169.0
21229,11871.0
21231,20728.0
21233,13454.0
21235,35557.0
21237,7273.0
21239,25151.0
22001,62031.0
22003,25691.0
22005,112308.0
22007,23170.0
22009,41604.0
22011,36109.0
22013,14122.0
22015,121918.0
22017,255529.0
22019,194943.0
22021,10008.0
22023,6713.0
22025,10273.0
22027,16817.0
22029,20609.0
22031,26968.0
22033,443598.0
22035,7602.0
22037,19964.0
22039,33778.0
22041,20645.0
22043,22363.0
22045,73735.0
22047,33375.0
22049,16199.0
22051,434528.0
22053,31492.0
22055,228084.0
22057,97235.0
22059,14874.0
22061,47243.0
22063,132160.0
22065,12008.0
22067,27319.0
22069,39359.0
22071,368471.0
22073,155285.0
22075,23545.0
22077,22631.0
22079,132199.0
22081,8937.0
22083,20845.0
22085,24286.0
22087,41114.0
22089,52616.0
22091,10937.0
22093,21782.0
22095,44570.0
22097,83518.0
22099,52823.0
22101,53784.0
22103,239814.0
22105,124125.0
22107,5008.0
22109,112167.0
22111,22623.0
22113,58784.0
22115,52844.0
22117,46723.0
22119,40890.0
22121,24347.0
22123,11522.0
22125,15485.0
22127,15e3
23001,107470.0
23003,70653.0
23005,284351.0
23007,30569.0
23009,54581.0
23011,121507.0
23013,39653.0
23015,34237.0
23017,57517.0
23019,153627.0
23021,17271.0
23023,35102.0
23025,51762.0
23027,38904.0
23029,32397.0
23031,198934.0
24001,73976.0
24003,550269.0
24005,817720.0
24009,89793.0
24011,32759.0
24013,167399.0
24015,101803.0
24017,150960.0
24019,32614.0
24021,239253.0
24023,29945.0
24025,248029.0
24027,299269.0
24029,20016.0
24031,1005087.0
24033,884764.0
24035,48439.0
24037,108472.0
24039,26197.0
24041,37894.0
24043,148913.0
24045,100376.0
24047,51558.0
24510,622271.0
25001,215167.0
25003,130064.0
25005,551065.0
25007,16915.0
25009,757395.0
25011,71300.0
25013,466447.0
25015,160328.0
25017,1539832.0
25019,10414.0
25021,682860.0
25023,500772.0
25025,747928.0
25027,806804.0
26001,10657.0
26003,9516.0
26005,112266.0
26007,29242.0
26009,23368.0
26011,15564.0
26013,8740.0
26015,59107.0
26017,107074.0
26019,17450.0
26021,155992.0
26023,43965.0
26025,135150.0
26027,52001.0
26029,26038.0
26031,25821.0
26033,38698.0
26035,30786.0
26037,76479.0
26039,13941.0
26041,36841.0
26043,26097.0
26045,108081.0
26047,32922.0
26049,418654.0
26051,25599.0
26053,16042.0
26055,88981.0
26057,42057.0
26059,46282.0
26061,36739.0
26063,32525.0
26065,282562.0
26067,63976.0
26069,25504.0
26071,11615.0
26073,70506.0
26075,159927.0
26077,254870.0
26079,17204.0
26081,615381.0
26083,2197.0
26085,11431.0
26087,88155.0
26089,21739.0
26091,99257.0
26093,183264.0
26095,6512.0
26097,11080.0
26099,849344.0
26101,24545.0
26103,67535.0
26105,28705.0
26107,43226.0
26109,23838.0
26111,83620.0
26113,14986.0
26115,150851.0
26117,63046.0
26119,9506.0
26121,171328.0
26123,48126.0
26125,1220798.0
26127,26325.0
26129,21373.0
26131,6448.0
26133,23327.0
26135,8525.0
26137,24126.0
26139,269795.0
26141,13128.0
26143,24141.0
26145,197727.0
26147,161008.0
26149,60998.0
26151,42301.0
26153,8345.0
26155,69553.0
26157,54795.0
26159,75569.0
26161,351454.0
26163,1790078.0
26165,32699.0
27001,15964.0
27003,336316.0
27005,32971.0
27007,45236.0
27009,38980.0
27011,5180.0
27013,64720.0
27015,25513.0
27017,35430.0
27019,94212.0
27021,28499.0
27023,12235.0
27025,53798.0
27027,60249.0
27029,8735.0
27031,5197.0
27033,11676.0
27035,62900.0
27037,405521.0
27039,20246.0
27041,36413.0
27043,14337.0
27045,20842.0
27047,31034.0
27049,46336.0
27051,5977.0
27053,1184091.0
27055,18859.0
27057,20518.0
27059,38190.0
27061,45303.0
27063,10260.0
27065,16084.0
27067,42316.0
27069,4501.0
27071,13138.0
27073,7096.0
27075,10791.0
27077,3976.0
27079,27717.0
27081,5821.0
27083,25724.0
27085,36172.0
27087,5486.0
27089,9447.0
27091,20515.0
27093,23147.0
27095,25891.0
27097,33054.0
27099,39312.0
27101,8586.0
27103,32923.0
27105,21589.0
27107,6725.0
27109,147431.0
27111,57417.0
27113,14041.0
27115,29347.0
27117,9407.0
27119,31630.0
27121,10946.0
27123,521265.0
27125,4071.0
27127,15834.0
27129,15326.0
27131,64829.0
27133,9587.0
27135,15545.0
27137,200563.0
27139,135129.0
27141,89770.0
27143,15096.0
27145,151728.0
27147,36472.0
27149,9748.0
27151,9602.0
27153,24588.0
27155,3455.0
27157,21485.0
27159,13754.0
27161,19127.0
27163,244103.0
27165,11151.0
27167,6561.0
27169,51285.0
27171,127386.0
27173,10233.0
28001,32189.0
28003,37279.0
28005,12957.0
28007,19303.0
28009,8573.0
28011,33961.0
28013,14841.0
28015,10418.0
28017,17376.0
28019,8399.0
28021,9396.0
28023,16509.0
28025,20414.0
28027,25527.0
28029,29028.0
28031,19495.0
28033,166266.0
28035,76159.0
28037,7944.0
28039,22960.0
28041,14308.0
28043,21660.0
28045,45136.0
28047,193642.0
28049,246364.0
28051,18965.0
28053,9106.0
28055,1279.0
28057,23415.0
28059,140194.0
28061,16687.0
28063,7634.0
28065,12100.0
28067,68273.0
28069,10310.0
28071,50256.0
28073,58038.0
28075,80261.0
28077,12636.0
28079,23368.0
28081,84588.0
28083,31772.0
28085,34824.0
28087,59736.0
28089,98622.0
28091,26449.0
28093,36636.0
28095,36383.0
28097,10634.0
28099,29596.0
28101,21671.0
28103,11240.0
28105,48639.0
28107,34507.0
28109,55293.0
28111,12173.0
28113,40209.0
28115,30374.0
28117,25338.0
28119,7902.0
28121,145483.0
28123,28312.0
28125,4898.0
28127,27425.0
28129,16344.0
28131,17941.0
28133,28314.0
28135,15124.0
28137,28557.0
28139,22069.0
28141,19532.0
28143,10583.0
28145,27536.0
28147,15126.0
28149,48291.0
28151,50038.0
28153,20611.0
28155,10077.0
28157,9481.0
28159,18882.0
28161,12433.0
28163,28076.0
29001,25642.0
29003,17373.0
29005,5520.0
29007,25637.0
29009,35681.0
29011,12286.0
29013,16780.0
29015,18961.0
29017,12394.0
29019,168268.0
29021,89536.0
29023,42957.0
29025,9176.0
29027,44483.0
29029,43873.0
29031,77031.0
29033,9157.0
29035,6283.0
29037,100339.0
29039,13912.0
29041,7727.0
29043,79856.0
29045,7001.0
29047,227984.0
29049,20545.0
29051,76426.0
29053,17585.0
29055,24680.0
29057,7678.0
29059,16632.0
29061,8324.0
29063,12824.0
29065,15681.0
29067,13575.0
29069,31778.0
29071,101682.0
29073,15014.0
29075,6792.0
29077,280657.0
29079,10279.0
29081,8795.0
29083,22134.0
29085,9420.0
29087,4695.0
29089,10183.0
29091,40469.0
29093,10424.0
29095,678167.0
29097,116996.0
29099,220558.0
29101,53879.0
29103,4078.0
29105,35544.0
29107,33069.0
29109,38306.0
29111,10176.0
29113,53458.0
29115,12494.0
29117,15034.0
29119,22851.0
29121,15527.0
29123,12353.0
29125,9098.0
29127,28844.0
29129,3735.0
29131,24905.0
29133,14276.0
29135,15719.0
29137,8725.0
29139,12054.0
29141,20314.0
29143,18568.0
29145,58683.0
29147,23296.0
29149,10975.0
29151,13812.0
29153,9612.0
29155,18010.0
29157,19042.0
29159,42213.0
29161,45091.0
29163,18573.0
29165,92149.0
29167,31122.0
29169,53343.0
29171,4911.0
29173,10224.0
29175,25207.0
29177,23166.0
29179,6644.0
29181,14056.0
29183,369781.0
29185,9609.0
29186,18017.0
29187,65813.0
29189,1000423.0
29195,23363.0
29197,4388.0
29199,4862.0
29201,39137.0
29203,8360.0
29205,6218.0
29207,29864.0
29209,31593.0
29211,6551.0
29213,53086.0
29215,25796.0
29217,20984.0
29219,32847.0
29221,25113.0
29223,13430.0
29225,36461.0
29227,2102.0
29229,18565.0
29510,318727.0
30001,9294.0
30003,13079.0
30005,6576.0
30007,5697.0
30009,10189.0
30011,1205.0
30013,81953.0
30015,5859.0
30017,11869.0
30019,1813.0
30021,9219.0
30023,9243.0
30025,3028.0
30027,11496.0
30029,92373.0
30031,93108.0
30033,1097.0
30035,13641.0
30037,738.0
30039,3133.0
30041,16434.0
30043,11465.0
30045,2023.0
30047,28987.0
30049,64772.0
30051,2235.0
30053,19455.0
30055,1758.0
30057,7723.0
30059,2026.0
30061,4230.0
30063,111011.0
30065,4760.0
30067,15642.0
30069,489.0
30071,4194.0
30073,6211.0
30075,1710.0
30077,7010.0
30079,1282.0
30081,40640.0
30083,10686.0
30085,10861.0
30087,9335.0
30089,11373.0
30091,3510.0
30093,34462.0
30095,9214.0
30097,3622.0
30099,6075.0
30101,5208.0
30103,761.0
30105,7518.0
30107,2126.0
30109,987.0
30111,151965.0
31001,31396.0
31003,6531.0
31005,476.0
31007,788.0
31009,594.0
31011,5404.0
31013,11308.0
31015,2067.0
31017,3090.0
31019,47388.0
31021,6690.0
31023,8312.0
31025,25315.0
31027,8736.0
31029,3990.0
31031,5749.0
31033,10044.0
31035,6425.0
31037,10512.0
31039,9081.0
31041,10820.0
31043,20902.0
31045,9141.0
31047,24205.0
31049,1951.0
31051,5900.0
31053,36742.0
31055,531057.0
31057,1966.0
31059,5767.0
31061,3161.0
31063,2540.0
31065,4908.0
31067,21889.0
31069,1939.0
31071,1954.0
31073,1997.0
31075,649.0
31077,2500.0
31079,60223.0
31081,9098.0
31083,3462.0
31085,1145.0
31087,2884.0
31089,10432.0
31091,688.0
31093,6315.0
31095,7505.0
31097,5178.0
31099,6560.0
31101,8206.0
31103,741.0
31105,3760.0
31107,8573.0
31109,293726.0
31111,36054.0
31113,736.0
31115,559.0
31117,426.0
31119,35103.0
31121,7790.0
31123,4918.0
31125,3667.0
31127,7214.0
31129,4431.0
31131,15750.0
31133,2754.0
31135,2938.0
31137,9189.0
31139,7201.0
31141,32485.0
31143,5307.0
31145,10993.0
31147,8237.0
31149,1436.0
31151,14317.0
31153,165955.0
31155,20867.0
31157,36844.0
31159,16939.0
31161,5342.0
31163,3120.0
31165,1279.0
31167,6112.0
31169,5194.0
31171,747.0
31173,6934.0
31175,4269.0
31177,20264.0
31179,9488.0
31181,3733.0
31183,848.0
